step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
35,14047.647845,2.381823e+00,4,CG,6,2.61e-09,0,0.2814,10.3166
36,14047.645864,2.240512e+00,4,CG,6,2.61e-09,0,0.2891,10.6057
37,14047.644119,2.107675e+00,4,CG,6,2.61e-09,0,0.2856,10.8913
38,14047.642584,1.982795e+00,4,CG,6,2.61e-09,0,0.2864,11.1777
39,14047.641231,1.865389e+00,4,CG,6,2.61e-09,0,0.2788,11.4564
40,14047.640041,1.755003e+00,4,CG,6,2.61e-09,0,0.2871,11.7436
41,14047.638992,1.651211e+00,4,CG,6,2.61e-09,0,0.2803,12.0239
42,14047.638068,1.553614e+00,4,CG,6,2.61e-09,0,0.2821,12.3060
43,14047.637255,1.461838e+00,4,CG,6,2.61e-09,0,0.2920,12.5980
44,14047.636538,1.375531e+00,4,CG,6,2.61e-09,0,0.2851,12.8830
45,14047.635906,1.294363e+00,4,CG,6,2.61e-09,0,0.2955,13.1785
46,14047.635350,1.218024e+00,4,CG,6,2.61e-09,0,0.2889,13.4674
47,14047.634860,1.146225e+00,4,CG,6,2.61e-09,0,0.3120,13.7793
48,14047.634427,1.078691e+00,4,CG,6,2.61e-09,0,0.3030,14.0823
49,14047.634046,1.015168e+00,4,CG,6,2.61e-09,0,0.3218,14.4042
50,14047.633711,9.554147e-01,4,CG,6,2.61e-09,0,0.3287,14.7328
51,14047.633414,8.992046e-01,4,CG,6,2.61e-09,0,0.3154,15.0483
52,14047.633153,8.463260e-01,4,CG,6,2.61e-09,0,0.3223,15.3706
53,14047.632923,7.965796e-01,4,CG,6,2.60e-09,0,0.3258,15.6964
54,14047.632720,7.497780e-01,4,CG,6,2.60e-09,0,0.2962,15.9926
55,14047.632541,7.057455e-01,4,CG,6,2.60e-09,0,0.2833,16.2760
56,14047.632383,6.643168e-01,4,CG,6,2.60e-09,0,0.2859,16.5619
57,14047.632244,6.253367e-01,4,CG,6,2.60e-09,0,0.2877,16.8496
58,14047.632121,5.886591e-01,4,CG,6,2.60e-09,0,0.2859,17.1356
59,14047.632012,5.541471e-01,4,CG,6,2.60e-09,0,0.2839,17.4194
60,14047.631917,5.216717e-01,4,CG,6,2.60e-09,0,0.2849,17.7043
61,14047.631832,4.911118e-01,4,CG,6,2.60e-09,0,0.2849,17.9892
62,14047.631757,4.623536e-01,4,CG,6,2.60e-09,0,0.2840,18.2732
63,14047.631691,4.352900e-01,4,CG,6,2.60e-09,0,0.2861,18.5594
64,14047.631633,4.098206e-01,4,CG,6,2.60e-09,0,0.2840,18.8434
65,14047.631582,3.858506e-01,4,CG,6,2.60e-09,0,0.2832,19.1266
66,14047.631537,3.632913e-01,4,CG,6,2.60e-09,0,0.2842,19.4108
67,14047.631496,3.420590e-01,4,CG,6,2.60e-09,0,0.2841,19.6949
68,14047.631461,3.220751e-01,4,CG,6,2.60e-09,0,0.2833,19.9782
69,14047.631430,3.032658e-01,4,CG,6,2.60e-09,0,0.2815,20.2597
70,14047.631402,2.855614e-01,4,CG,6,2.60e-09,0,0.2845,20.5441
71,14047.631378,2.688968e-01,4,CG,6,2.60e-09,0,0.2833,20.8274
72,14047.631356,2.532104e-01,4,CG,6,2.60e-09,0,0.2827,21.1101
73,14047.631337,2.384444e-01,4,CG,6,2.60e-09,0,0.2852,21.3953
74,14047.631320,2.245446e-01,4,CG,6,2.60e-09,0,0.2828,21.6781
75,14047.631305,2.114597e-01,4,CG,6,2.60e-09,0,0.2851,21.9631
76,14047.631292,1.991417e-01,4,CG,6,2.60e-09,0,0.2836,22.2467
77,14047.631280,1.875453e-01,4,CG,6,2.60e-09,0,0.2838,22.5305
78,14047.631270,1.766281e-01,4,CG,6,2.60e-09,0,0.2844,22.8149
79,14047.631261,1.663500e-01,4,CG,6,2.60e-09,0,0.2824,23.0973
80,14047.631253,1.566734e-01,4,CG,6,2.60e-09,0,0.2831,23.3804
81,14047.631246,1.475629e-01,4,CG,6,2.60e-09,0,0.2833,23.6637
82,14047.631240,1.389851e-01,4,CG,6,2.60e-09,0,0.2846,23.9483
83,14047.631234,1.309087e-01,4,CG,6,2.60e-09,0,0.2833,24.2316
84,14047.631229,1.233043e-01,4,CG,6,2.60e-09,0,0.2845,24.5160
85,14047.631225,1.161440e-01,4,CG,6,2.60e-09,0,0.2887,24.8047
86,14047.631221,1.094019e-01,4,CG,6,2.60e-09,0,0.2848,25.0895
87,14047.631217,1.030533e-01,4,CG,6,2.60e-09,0,0.2850,25.3745
88,14047.631213,9.707516e-02,3,CG,6,2.60e-09,0,0.2834,25.6579
89,14047.631210,9.144573e-02,3,CG,6,2.60e-09,0,0.2856,25.9435
90,14047.631208,8.614455e-02,3,CG,6,2.60e-09,0,0.2842,26.2277
91,14047.631206,8.115236e-02,3,CG,6,2.60e-09,0,0.2838,26.5115
92,14047.631204,7.645107e-02,3,CG,6,2.60e-09,0,0.2846,26.7961
93,14047.631203,7.202362e-02,3,CG,6,2.60e-09,0,0.2844,27.0805
94,14047.631201,6.785398e-02,3,CG,6,2.60e-09,0,0.2844,27.3649
95,14047.631200,6.392704e-02,3,CG,6,2.60e-09,0,0.2833,27.6482
96,14047.631199,6.022860e-02,3,CG,6,2.60e-09,0,0.2853,27.9335
97,14047.631198,5.674529e-02,3,CG,6,2.60e-09,0,0.2848,28.2183
98,14047.631197,5.346454e-02,3,CG,6,2.60e-09,0,0.2838,28.5021
99,14047.631196,5.037449e-02,3,CG,6,2.60e-09,0,0.2839,28.7860
100,14047.631195,4.746400e-02,3,CG,6,2.60e-09,0,0.2845,29.0705
