step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
43,40280.496094,3.604482e+01,15,CG,500,1.20e-05,0,0.4414,20.9971
44,40223.812500,3.590862e+01,14,CG,500,1.27e-05,0,0.4393,21.4364
45,40167.460938,3.577322e+01,15,CG,500,1.34e-05,0,0.4413,21.8776
46,40111.445312,3.563837e+01,16,CG,500,1.41e-05,0,0.4440,22.3216
47,40055.765625,3.550450e+01,16,CG,500,1.49e-05,0,0.4421,22.7637
48,40000.410156,3.537113e+01,15,CG,500,1.57e-05,0,0.4362,23.1999
49,39945.378906,3.523852e+01,2000,CG,500,1.65e-05,0,1.0991,24.2990
50,39890.667969,3.510667e+01,15,CG,500,1.74e-05,0,0.5013,24.8003
51,39836.281250,3.497551e+01,15,CG,500,1.83e-05,0,0.5013,25.3016
52,39782.199219,3.484507e+01,16,CG,500,1.92e-05,0,0.5013,25.8029
53,39728.437500,3.471516e+01,15,CG,500,2.02e-05,0,0.5034,26.3063
54,39674.976562,3.458636e+01,16,CG,500,2.12e-05,0,0.4370,26.7433
55,39621.824219,3.445826e+01,15,CG,500,2.23e-05,0,0.4384,27.1817
56,39568.976562,3.433064e+01,20,CG,500,2.34e-05,0,0.4830,27.6647
57,39516.425781,3.420391e+01,17,CG,500,2.46e-05,0,0.5028,28.1675
58,39464.171875,3.407793e+01,15,CG,500,2.57e-05,0,0.5023,28.6698
59,39412.207031,3.395240e+01,17,CG,500,2.70e-05,0,0.5012,29.1710
60,39360.539062,3.382777e+01,14,CG,500,2.82e-05,0,0.4997,29.6707
61,39309.148438,3.370397e+01,14,CG,500,2.96e-05,0,0.5048,30.1755
62,39258.050781,3.358066e+01,16,CG,500,3.09e-05,0,0.5062,30.6817
63,39207.230469,3.345820e+01,15,CG,500,3.23e-05,0,0.4445,31.1262
64,39156.687500,3.333624e+01,16,CG,500,3.38e-05,0,0.4661,31.5922
65,39106.421875,3.321495e+01,15,CG,500,3.53e-05,0,0.5111,32.1033
66,39056.433594,3.309423e+01,15,CG,500,3.68e-05,0,0.5115,32.6148
67,39006.707031,3.297469e+01,15,CG,500,3.84e-05,0,0.5029,33.1177
68,38957.250000,3.285555e+01,16,CG,500,4.00e-05,0,0.5034,33.6211
69,38908.058594,3.273695e+01,16,CG,500,4.17e-05,0,0.4984,34.1196
70,38859.125000,3.261913e+01,16,CG,500,4.34e-05,0,0.4413,34.5609
71,38810.457031,3.250198e+01,15,CG,500,4.52e-05,0,0.4429,35.0038
72,38762.039062,3.238560e+01,15,CG,500,4.70e-05,0,0.4711,35.4749
73,38713.882812,3.226982e+01,15,CG,500,4.89e-05,0,0.4958,35.9708
74,38665.968750,3.215464e+01,15,CG,500,5.09e-05,0,0.4396,36.4104
75,38618.304688,3.204035e+01,14,CG,500,5.28e-05,0,0.4413,36.8517
76,38570.890625,3.192883e+01,15,CG,500,5.49e-05,0,0.4456,37.2973
77,38523.718750,3.182379e+01,15,CG,500,5.70e-05,0,0.4447,37.7420
78,38476.785156,3.171938e+01,14,CG,500,5.91e-05,0,0.4467,38.1886
79,38430.093750,3.161556e+01,2000,CG,500,6.13e-05,0,1.0414,39.2301
80,38383.632812,3.151221e+01,14,CG,500,6.36e-05,0,0.4401,39.6701
81,38337.410156,3.140958e+01,15,CG,500,6.59e-05,0,0.4395,40.1096
82,38291.414062,3.130749e+01,16,CG,500,6.83e-05,0,0.4443,40.5539
83,38245.652344,3.120589e+01,15,CG,500,7.07e-05,0,0.4412,40.9951
84,38200.113281,3.110470e+01,14,CG,500,7.32e-05,0,0.4431,41.4382
85,38154.796875,3.100421e+01,15,CG,500,7.58e-05,0,0.5218,41.9600
86,38109.699219,3.090438e+01,15,CG,500,7.84e-05,0,0.4435,42.4035
87,38064.828125,3.080490e+01,15,CG,500,8.11e-05,0,0.4411,42.8446
88,38020.167969,3.070609e+01,15,CG,500,8.39e-05,0,0.4412,43.2857
89,37975.726562,3.060755e+01,14,CG,500,8.67e-05,0,0.4405,43.7262
90,37931.496094,3.050992e+01,15,CG,500,8.96e-05,0,0.4436,44.1697
91,37887.472656,3.041269e+01,15,CG,500,9.25e-05,0,0.4449,44.6147
92,37843.660156,3.031580e+01,15,CG,500,9.55e-05,0,0.4401,45.0547
93,37800.054688,3.021960e+01,15,CG,500,9.86e-05,0,0.4437,45.4984
94,37756.648438,3.012389e+01,17,CG,500,1.02e-04,0,0.4401,45.9386
95,37713.445312,3.002879e+01,17,CG,500,1.05e-04,0,0.4471,46.3857
96,37670.441406,2.993403e+01,15,CG,500,1.08e-04,0,0.4433,46.8290
97,37627.085938,2.979884e+01,14,CG,500,1.13e-04,0,0.4466,47.2756
98,37584.507812,2.970547e+01,15,CG,500,1.16e-04,0,0.4475,47.7231
99,37542.121094,2.961267e+01,15,CG,500,1.20e-04,0,0.4396,48.1627
100,37499.937500,2.952053e+01,17,CG,500,1.23e-04,0,0.4527,48.6154
