step,nll_sum,grad_inf,n_active,e_iters,step_time_s,cumulative_time_s
0,1145.753174,7.370132e+01,3,25,0.4733,0.4733
1,822.091431,1.030838e+02,3,1,0.6045,1.0778
2,675.293579,6.871562e+00,3,1,0.1714,1.2492
3,629.583618,6.707091e+00,3,1,0.1306,1.3798
4,546.299744,5.404360e+01,3,1,0.6807,2.0605
5,473.235107,5.460296e+00,3,1,0.4026,2.4631
