step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
27,32322.194322,1.948911e+01,18,CG,500,1.05e-03,0,0.6522,17.5113
28,32061.770157,1.909606e+01,18,CG,500,1.07e-03,0,0.6497,18.1610
29,31806.249992,1.872059e+01,18,CG,500,1.09e-03,0,0.6661,18.8271
30,31555.382947,1.836160e+01,18,CG,500,1.11e-03,0,0.6149,19.4420
31,31308.944735,1.801805e+01,18,CG,500,1.11e-03,0,0.6403,20.0823
32,31066.734197,1.768899e+01,18,CG,500,1.11e-03,0,0.6764,20.7587
33,30828.568487,1.737351e+01,17,CG,500,1.11e-03,0,0.7396,21.4983
34,30594.285479,1.708959e+01,17,CG,500,1.09e-03,0,0.7504,22.2487
35,30363.737717,1.682965e+01,17,CG,500,1.08e-03,0,0.7462,22.9949
36,30136.715870,1.657469e+01,17,CG,500,1.06e-03,0,0.7411,23.7360
37,29913.285465,1.632839e+01,17,CG,500,1.04e-03,0,0.7217,24.4577
38,29693.224307,1.608844e+01,17,CG,500,1.01e-03,0,0.6329,25.0906
39,29476.435679,1.586442e+01,17,CG,500,9.77e-04,0,0.6330,25.7235
40,29262.824636,1.564930e+01,17,CG,500,9.45e-04,0,0.6405,26.3640
41,29052.297281,1.560210e+01,17,CG,500,9.11e-04,0,0.6340,26.9980
42,28844.785731,1.558058e+01,17,CG,500,8.75e-04,0,0.6351,27.6331
43,28640.214151,1.555343e+01,16,CG,500,8.38e-04,0,0.6273,28.2605
44,28438.517535,1.552095e+01,16,CG,500,8.01e-04,0,0.6333,28.8938
45,28239.634086,1.548339e+01,16,CG,500,7.63e-04,0,0.6288,29.5226
46,28043.507268,1.544102e+01,16,CG,500,7.26e-04,0,0.6506,30.1732
47,27850.084070,1.539404e+01,16,CG,500,6.88e-04,0,0.6367,30.8099
48,27659.315180,1.534270e+01,16,CG,500,6.51e-04,0,0.6476,31.4575
49,27471.154379,1.528721e+01,16,CG,500,6.14e-04,0,0.6357,32.0932
50,27285.558450,1.522781e+01,16,CG,500,5.78e-04,0,0.6683,32.7615
51,27102.486303,1.516471e+01,16,CG,500,5.43e-04,0,0.6748,33.4363
52,26921.899089,1.509816e+01,16,CG,500,5.09e-04,0,0.6786,34.1149
53,26743.760345,1.502839e+01,15,CG,500,4.76e-04,0,0.7338,34.8487
54,26568.035191,1.495564e+01,15,CG,500,4.44e-04,0,0.7297,35.5784
55,26394.690306,1.488018e+01,15,CG,500,4.13e-04,0,0.7173,36.2957
56,26223.693776,1.480225e+01,15,CG,500,3.84e-04,0,0.7325,37.0282
57,26055.014873,1.472210e+01,15,CG,500,3.56e-04,0,0.7309,37.7591
58,25888.624050,1.463997e+01,15,CG,500,3.30e-04,0,0.7242,38.4833
59,25724.492675,1.455665e+01,15,CG,500,3.05e-04,0,0.6300,39.1132
60,25562.592734,1.447401e+01,15,CG,500,2.82e-04,0,0.6362,39.7494
61,25402.897651,1.438966e+01,15,CG,500,2.60e-04,0,0.6358,40.3852
62,25245.380855,1.430378e+01,15,CG,500,2.39e-04,0,0.6114,40.9967
63,25090.016563,1.421649e+01,14,CG,500,2.20e-04,0,0.6316,41.6282
64,24936.779530,1.412797e+01,14,CG,500,2.02e-04,0,0.5882,42.2165
65,24785.644959,1.403834e+01,14,CG,500,1.85e-04,0,0.6337,42.8501
66,24636.588476,1.394775e+01,14,CG,500,1.70e-04,0,0.6205,43.4706
67,24489.586073,1.385634e+01,14,CG,500,1.55e-04,0,0.6270,44.0975
68,24344.614057,1.376422e+01,14,CG,500,1.41e-04,0,0.6317,44.7293
69,24201.644833,1.367147e+01,14,CG,500,1.29e-04,0,0.6380,45.3673
70,24060.664524,1.357829e+01,14,CG,500,1.17e-04,0,0.6241,45.9914
71,23921.645366,1.348472e+01,14,CG,500,1.06e-04,0,0.6256,46.6170
72,23784.564477,1.339084e+01,14,CG,500,9.65e-05,0,0.6336,47.2506
73,23649.399522,1.329673e+01,14,CG,500,8.75e-05,0,0.6064,47.8570
74,23516.127740,1.320244e+01,14,CG,500,7.93e-05,0,0.6350,48.4920
75,23384.728060,1.310803e+01,13,CG,500,7.18e-05,0,0.6257,49.1177
76,23255.177973,1.301356e+01,13,CG,500,6.50e-05,0,0.6054,49.7231
77,23127.455659,1.291906e+01,13,CG,500,5.88e-05,0,0.6338,50.3568
78,23001.539430,1.282459e+01,13,CG,500,5.31e-05,0,0.6776,51.0344
79,22877.407689,1.273016e+01,13,CG,500,4.79e-05,0,0.7197,51.7541
80,22755.038952,1.263583e+01,13,CG,500,4.31e-05,0,0.6653,52.4194
81,22634.411752,1.254163e+01,13,CG,500,3.87e-05,0,0.7129,53.1323
82,22515.504963,1.244760e+01,13,CG,500,3.48e-05,0,0.6444,53.7767
83,22398.297284,1.235377e+01,13,CG,500,3.12e-05,0,0.6017,54.3784
84,22282.767593,1.226018e+01,13,CG,500,2.80e-05,0,0.6266,55.0050
85,22168.894848,1.216687e+01,13,CG,500,2.51e-05,0,0.6267,55.6317
86,22056.658097,1.207388e+01,13,CG,500,2.25e-05,0,0.6156,56.2472
87,21946.036378,1.198123e+01,13,CG,500,2.01e-05,0,0.6252,56.8724
88,21837.009137,1.188898e+01,13,CG,500,1.80e-05,0,0.5968,57.4693
89,21729.555583,1.179715e+01,12,CG,500,1.62e-05,0,0.6010,58.0703
90,21623.655039,1.170576e+01,12,CG,500,1.44e-05,0,0.6099,58.6802
91,21519.287239,1.161487e+01,12,CG,500,1.29e-05,0,0.6281,59.3083
92,21416.431706,1.152448e+01,12,CG,500,1.15e-05,0,0.6197,59.9281
93,21315.068245,1.143804e+01,12,CG,500,1.02e-05,0,0.6214,60.5495
94,21215.176530,1.135412e+01,12,CG,500,9.12e-06,0,0.6041,61.1535
95,21116.736788,1.127056e+01,12,CG,500,8.12e-06,0,0.6076,61.7612
96,21019.729027,1.118739e+01,12,CG,500,7.23e-06,0,0.6058,62.3670
97,20924.133538,1.110463e+01,12,CG,500,6.43e-06,0,0.6149,62.9818
98,20829.930741,1.102230e+01,12,CG,500,5.73e-06,0,0.6203,63.6021
99,20737.101107,1.094041e+01,12,CG,500,5.11e-06,0,0.6167,64.2189
100,20645.625333,1.085899e+01,12,CG,500,4.55e-06,0,0.6136,64.8324
