step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
51,14047.632812,9.873114e-01,4,CG,6,2.61e-09,0,0.2045,10.7523
52,14047.634766,9.279108e-01,4,CG,6,2.61e-09,0,0.2179,10.9702
53,14047.628906,8.704147e-01,4,CG,6,2.61e-09,0,0.2012,11.1714
54,14047.630859,8.167801e-01,4,CG,6,2.60e-09,0,0.2041,11.3754
55,14047.635742,7.666545e-01,4,CG,6,2.60e-09,0,0.2011,11.5765
56,14047.630859,7.202888e-01,4,CG,6,2.60e-09,0,0.2029,11.7794
57,14047.630859,6.763253e-01,4,CG,6,2.60e-09,0,0.2015,11.9809
58,14047.632812,6.341877e-01,4,CG,6,2.60e-09,0,0.2031,12.1839
59,14047.629883,5.963683e-01,4,CG,6,2.60e-09,0,0.2065,12.3905
60,14047.630859,5.600138e-01,4,CG,6,2.60e-09,0,0.2040,12.5944
61,14047.632812,5.253749e-01,3,CG,6,2.60e-09,0,0.2018,12.7962
62,14047.628906,4.934354e-01,4,CG,6,2.60e-09,0,0.2007,12.9969
63,14047.630859,4.631224e-01,5,CG,6,2.60e-09,0,0.2013,13.1982
64,14047.632812,4.349828e-01,3,CG,6,2.60e-09,0,0.2009,13.3991
65,14047.631836,4.082518e-01,4,CG,6,2.60e-09,0,0.2021,13.6012
66,14047.632812,3.828788e-01,4,CG,6,2.60e-09,0,0.2045,13.8057
67,14047.632812,3.595710e-01,3,CG,6,2.60e-09,0,0.1968,14.0024
68,14047.630859,3.372364e-01,4,CG,6,2.60e-09,0,0.1985,14.2010
69,14047.630859,3.164611e-01,3,CG,6,2.60e-09,0,0.1992,14.4002
70,14047.632812,2.976022e-01,3,CG,6,2.60e-09,0,0.1984,14.5986
71,14047.628906,2.795610e-01,4,CG,6,2.60e-09,0,0.1990,14.7976
72,14047.631836,2.629156e-01,4,CG,6,2.60e-09,0,0.2024,15.0000
73,14047.627930,2.472334e-01,3,CG,6,2.60e-09,0,0.2026,15.2026
74,14047.630859,2.319670e-01,4,CG,6,2.60e-09,0,0.2038,15.4064
75,14047.629883,2.182136e-01,4,CG,6,2.60e-09,0,0.2035,15.6099
76,14047.632812,2.046003e-01,4,CG,6,2.60e-09,0,0.2019,15.8119
77,14047.630859,1.923184e-01,3,CG,6,2.60e-09,0,0.2024,16.0143
78,14047.634766,1.802053e-01,4,CG,6,2.60e-09,0,0.2057,16.2200
79,14047.630859,1.699057e-01,4,CG,6,2.60e-09,0,0.2039,16.4238
80,14047.630859,1.605973e-01,3,CG,6,2.60e-09,0,0.2019,16.6257
81,14047.632812,1.505380e-01,3,CG,6,2.60e-09,0,0.1995,16.8252
82,14047.630859,1.416516e-01,3,CG,6,2.60e-09,0,0.1973,17.0225
83,14047.629883,1.331415e-01,4,CG,6,2.60e-09,0,0.2030,17.2255
84,14047.631836,1.252284e-01,4,CG,6,2.60e-09,0,0.2013,17.4268
85,14047.628906,1.178980e-01,4,CG,6,2.60e-09,0,0.1996,17.6264
86,14047.628906,1.109457e-01,3,CG,6,2.60e-09,0,0.2021,17.8285
87,14047.629883,1.035981e-01,4,CG,6,2.60e-09,0,0.1993,18.0278
88,14047.632812,9.754658e-02,3,CG,6,2.60e-09,0,0.1998,18.2276
89,14047.632812,9.144163e-02,3,CG,6,2.60e-09,0,0.1954,18.4230
90,14047.631836,8.549833e-02,4,CG,6,2.60e-09,0,0.1974,18.6204
91,14047.630859,8.029509e-02,3,CG,6,2.60e-09,0,0.2008,18.8212
92,14047.629883,7.545757e-02,3,CG,6,2.60e-09,0,0.1996,19.0208
93,14047.630859,7.121372e-02,4,CG,6,2.60e-09,0,0.2014,19.2222
94,14047.630859,6.709623e-02,4,CG,6,2.60e-09,0,0.2024,19.4245
95,14047.630859,6.249475e-02,3,CG,6,2.60e-09,0,0.2031,19.6276
96,14047.632812,5.887699e-02,3,CG,6,2.60e-09,0,0.2025,19.8301
97,14047.628906,5.483913e-02,3,CG,6,2.60e-09,0,0.2025,20.0326
98,14047.632812,5.195713e-02,3,CG,6,2.60e-09,0,0.2021,20.2347
99,14047.630859,4.908419e-02,3,CG,6,2.60e-09,0,0.1997,20.4344
100,14047.633789,4.569292e-02,4,CG,6,2.60e-09,0,0.2001,20.6345
