step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
70,38839.175523,3.257819e+01,16,CG,500,4.39e-05,0,0.6106,42.7521
71,38790.658447,3.246151e+01,16,CG,500,4.57e-05,0,0.6138,43.3659
72,38742.395446,3.234549e+01,16,CG,500,4.75e-05,0,0.6071,43.9729
73,38694.383900,3.223014e+01,16,CG,500,4.94e-05,0,0.6064,44.5793
74,38646.621208,3.211545e+01,16,CG,500,5.14e-05,0,0.6053,45.1846
75,38599.104799,3.200143e+01,16,CG,500,5.33e-05,0,0.6106,45.7952
76,38551.832123,3.189170e+01,16,CG,500,5.54e-05,0,0.6634,46.4586
77,38504.800666,3.178712e+01,16,CG,500,5.75e-05,0,0.6483,47.1069
78,38458.007934,3.168311e+01,16,CG,500,5.96e-05,0,0.6630,47.7699
79,38411.451452,3.157965e+01,16,CG,500,6.18e-05,0,0.6613,48.4312
80,38365.128773,3.147674e+01,16,CG,500,6.41e-05,0,0.6320,49.0632
81,38319.037477,3.137440e+01,16,CG,500,6.64e-05,0,0.6574,49.7207
82,38273.175169,3.127259e+01,16,CG,500,6.88e-05,0,0.6040,50.3247
83,38227.539484,3.117134e+01,16,CG,500,7.13e-05,0,0.6053,50.9300
84,38182.128077,3.107063e+01,16,CG,500,7.38e-05,0,0.6371,51.5671
85,38136.938629,3.097047e+01,16,CG,500,7.63e-05,0,0.6366,52.2037
86,38091.968840,3.087085e+01,16,CG,500,7.90e-05,0,0.6111,52.8147
87,38047.216442,3.077177e+01,16,CG,500,8.17e-05,0,0.6078,53.4225
88,38002.679184,3.067323e+01,16,CG,500,8.44e-05,0,0.6698,54.0924
89,37958.354844,3.057523e+01,16,CG,500,8.72e-05,0,0.6654,54.7577
90,37914.241223,3.047775e+01,16,CG,500,9.01e-05,0,0.6595,55.4172
91,37870.336149,3.038081e+01,16,CG,500,9.31e-05,0,0.6078,56.0250
92,37826.637466,3.028440e+01,16,CG,500,9.61e-05,0,0.6119,56.6369
93,37783.143048,3.018851e+01,16,CG,500,9.91e-05,0,0.6018,57.2388
94,37739.850791,3.009315e+01,16,CG,500,1.02e-04,0,0.6477,57.8865
95,37696.758615,2.999830e+01,16,CG,500,1.05e-04,0,0.6114,58.4978
96,37653.312078,2.986276e+01,16,CG,500,1.10e-04,0,0.6104,59.1083
97,37610.650269,2.976926e+01,16,CG,500,1.13e-04,0,0.6046,59.7129
98,37568.187960,2.967627e+01,16,CG,500,1.17e-04,0,0.6027,60.3156
99,37525.920165,2.958381e+01,15,CG,500,1.20e-04,0,0.6154,60.9311
100,37483.843407,2.949186e+01,15,CG,500,1.24e-04,0,0.6115,61.5426
