step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
1,14048.744764,1.841921e+01,9,CG,6,2.66e-09,0,0.6970,0.6970
2,14048.649236,1.761470e+01,4,CG,6,2.65e-09,0,0.2912,0.9881
3,14048.547108,1.671321e+01,4,CG,6,2.65e-09,0,0.2839,1.2721
4,14048.448165,1.579212e+01,4,CG,6,2.65e-09,0,0.2830,1.5551
5,14048.356528,1.488929e+01,4,CG,6,2.65e-09,0,0.2835,1.8386
6,14048.273551,1.402238e+01,4,CG,6,2.65e-09,0,0.2844,2.1230
7,14048.199297,1.319872e+01,4,CG,6,2.65e-09,0,0.2821,2.4051
8,14048.133268,1.242048e+01,4,CG,6,2.65e-09,0,0.2824,2.6875
9,14048.074750,1.168728e+01,4,CG,6,2.64e-09,0,0.2841,2.9715
10,14048.022986,1.099752e+01,4,CG,6,2.64e-09,0,0.2838,3.2553
11,14047.977239,1.034908e+01,4,CG,6,2.64e-09,0,0.2828,3.5382
12,14047.936832,9.739676e+00,4,CG,6,2.64e-09,0,0.2831,3.8212
13,14047.901151,9.166987e+00,4,CG,6,2.64e-09,0,0.2840,4.1052
14,14047.869645,8.628783e+00,4,CG,6,2.64e-09,0,0.2838,4.3890
15,14047.841829,8.122935e+00,4,CG,6,2.64e-09,0,0.2826,4.6716
16,14047.817269,7.647436e+00,4,CG,6,2.63e-09,0,0.2834,4.9550
17,14047.795584,7.200402e+00,4,CG,6,2.63e-09,0,0.2843,5.2393
18,14047.776436,6.780069e+00,4,CG,6,2.63e-09,0,0.2823,5.5216
19,14047.759528,6.384787e+00,4,CG,6,2.63e-09,0,0.2828,5.8043
20,14047.744597,6.013011e+00,4,CG,6,2.63e-09,0,0.2860,6.0903
21,14047.731410,5.663297e+00,4,CG,6,2.63e-09,0,0.2843,6.3746
22,14047.719764,5.334296e+00,4,CG,6,2.63e-09,0,0.2840,6.6586
23,14047.709477,5.024743e+00,4,CG,6,2.63e-09,0,0.2844,6.9429
24,14047.700390,4.733455e+00,4,CG,6,2.63e-09,0,0.2838,7.2268
25,14047.692363,4.459326e+00,4,CG,6,2.62e-09,0,0.2820,7.5088
26,14047.685272,4.201318e+00,4,CG,6,2.62e-09,0,0.2824,7.7911
27,14047.679007,3.958460e+00,4,CG,6,2.62e-09,0,0.2837,8.0748
28,14047.673471,3.729840e+00,4,CG,6,2.62e-09,0,0.2829,8.3577
29,14047.668579,3.514605e+00,4,CG,6,2.62e-09,0,0.2826,8.6403
30,14047.664256,3.311954e+00,4,CG,6,2.62e-09,0,0.2832,8.9235
31,14047.660435,3.121136e+00,4,CG,6,2.62e-09,0,0.2851,9.2086
32,14047.657058,2.941447e+00,4,CG,6,2.62e-09,0,0.2832,9.4918
33,14047.654073,2.772225e+00,4,CG,6,2.62e-09,0,0.2832,9.7751
34,14047.651435,2.612849e+00,4,CG,6,2.62e-09,0,0.2824,10.0574
35,14047.649102,2.462737e+00,4,CG,6,2.61e-09,0,0.2844,10.3418
36,14047.647040,2.321341e+00,4,CG,6,2.61e-09,0,0.2868,10.6286
37,14047.645216,2.188146e+00,4,CG,6,2.61e-09,0,0.2839,10.9125
38,14047.643603,2.062671e+00,4,CG,6,2.61e-09,0,0.2839,11.1964
39,14047.642177,1.944460e+00,4,CG,6,2.61e-09,0,0.2837,11.4801
40,14047.640915,1.833088e+00,4,CG,6,2.61e-09,0,0.2824,11.7625
41,14047.639800,1.728153e+00,4,CG,6,2.61e-09,0,0.2837,12.0462
42,14047.638812,1.629278e+00,4,CG,6,2.61e-09,0,0.2829,12.3291
43,14047.637939,1.536109e+00,4,CG,6,2.61e-09,0,0.2836,12.6127
44,14047.637167,1.448313e+00,4,CG,6,2.61e-09,0,0.2834,12.8961
45,14047.636483,1.365577e+00,4,CG,6,2.61e-09,0,0.2843,13.1804
46,14047.635878,1.287604e+00,4,CG,6,2.61e-09,0,0.2844,13.4648
47,14047.635343,1.214119e+00,4,CG,6,2.61e-09,0,0.2827,13.7475
48,14047.634869,1.144859e+00,4,CG,6,2.61e-09,0,0.2828,14.0303
49,14047.634449,1.079580e+00,4,CG,6,2.61e-09,0,0.2837,14.3141
50,14047.634078,1.018051e+00,4,CG,6,2.61e-09,0,0.2839,14.5980
51,14047.633749,9.600533e-01,4,CG,6,2.61e-09,0,0.2824,14.8804
52,14047.633458,9.053832e-01,4,CG,6,2.61e-09,0,0.2838,15.1642
53,14047.633200,8.538479e-01,4,CG,6,2.61e-09,0,0.2840,15.4483
54,14047.632972,8.052661e-01,4,CG,6,2.60e-09,0,0.2838,15.7320
55,14047.632770,7.594669e-01,4,CG,6,2.60e-09,0,0.2836,16.0157
56,14047.632590,7.162897e-01,4,CG,6,2.60e-09,0,0.2853,16.3010
57,14047.632432,6.755831e-01,4,CG,6,2.60e-09,0,0.2827,16.5837
58,14047.632291,6.372047e-01,4,CG,6,2.60e-09,0,0.2842,16.8679
59,14047.632167,6.010202e-01,4,CG,6,2.60e-09,0,0.2845,17.1524
60,14047.632056,5.669033e-01,4,CG,6,2.60e-09,0,0.2832,17.4355
61,14047.631958,5.347349e-01,4,CG,6,2.60e-09,0,0.2839,17.7195
62,14047.631872,5.044030e-01,4,CG,6,2.60e-09,0,0.2834,18.0029
63,14047.631795,4.758019e-01,4,CG,6,2.60e-09,0,0.2850,18.2878
64,14047.631727,4.488323e-01,4,CG,6,2.60e-09,0,0.2839,18.5718
65,14047.631666,4.234003e-01,4,CG,6,2.60e-09,0,0.2839,18.8557
66,14047.631613,3.994177e-01,4,CG,6,2.60e-09,0,0.2849,19.1406
67,14047.631565,3.768015e-01,4,CG,6,2.60e-09,0,0.2853,19.4259
68,14047.631523,3.554731e-01,4,CG,6,2.60e-09,0,0.2844,19.7102
69,14047.631486,3.353589e-01,4,CG,6,2.60e-09,0,0.2839,19.9941
70,14047.631453,3.163892e-01,4,CG,6,2.60e-09,0,0.2851,20.2792
71,14047.631423,2.984985e-01,4,CG,6,2.60e-09,0,0.2839,20.5630
72,14047.631397,2.816251e-01,4,CG,6,2.60e-09,0,0.2824,20.8454
73,14047.631374,2.657108e-01,4,CG,6,2.60e-09,0,0.2858,21.1313
74,14047.631354,2.507006e-01,4,CG,6,2.60e-09,0,0.2846,21.4158
75,14047.631335,2.365431e-01,4,CG,6,2.60e-09,0,0.2823,21.6982
76,14047.631319,2.231893e-01,4,CG,6,2.60e-09,0,0.2836,21.9817
77,14047.631305,2.105935e-01,4,CG,6,2.60e-09,0,0.2837,22.2654
78,14047.631292,1.987124e-01,4,CG,6,2.60e-09,0,0.2829,22.5483
79,14047.631281,1.875051e-01,4,CG,6,2.60e-09,0,0.2838,22.8321
80,14047.631271,1.769332e-01,4,CG,6,2.60e-09,0,0.2856,23.1177
81,14047.631262,1.669606e-01,4,CG,6,2.60e-09,0,0.2839,23.4016
82,14047.631254,1.575530e-01,4,CG,6,2.60e-09,0,0.2835,23.6851
83,14047.631247,1.486783e-01,4,CG,6,2.60e-09,0,0.2811,23.9662
84,14047.631241,1.403061e-01,4,CG,6,2.60e-09,0,0.2825,24.2487
85,14047.631235,1.324078e-01,4,CG,6,2.60e-09,0,0.2816,24.5304
86,14047.631230,1.249564e-01,4,CG,6,2.60e-09,0,0.2814,24.8117
87,14047.631226,1.179266e-01,4,CG,6,2.60e-09,0,0.2823,25.0940
88,14047.631222,1.112942e-01,4,CG,6,2.60e-09,0,0.2839,25.3779
89,14047.631217,1.050368e-01,3,CG,6,2.60e-09,0,0.2821,25.6600
90,14047.631214,9.913305e-02,3,CG,6,2.60e-09,0,0.2819,25.9419
91,14047.631211,9.356281e-02,3,CG,6,2.60e-09,0,0.2814,26.2234
92,14047.631209,8.830716e-02,3,CG,6,2.60e-09,0,0.2819,26.5053
93,14047.631207,8.334823e-02,3,CG,6,2.60e-09,0,0.2814,26.7867
94,14047.631205,7.866920e-02,3,CG,6,2.60e-09,0,0.2821,27.0688
95,14047.631203,7.425417e-02,3,CG,6,2.60e-09,0,0.2853,27.3541
96,14047.631202,7.008818e-02,3,CG,6,2.60e-09,0,0.2826,27.6367
97,14047.631201,6.615710e-02,3,CG,6,2.60e-09,0,0.2831,27.9198
98,14047.631199,6.244763e-02,3,CG,6,2.60e-09,0,0.2824,28.2022
99,14047.631198,5.894719e-02,3,CG,6,2.60e-09,0,0.2826,28.4848
100,14047.631198,5.564396e-02,3,CG,6,2.60e-09,0,0.2826,28.7673
