step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
33,30828.621094,1.737292e+01,18,CG,500,1.11e-03,0,0.4886,16.5378
34,30594.324219,1.708902e+01,17,CG,500,1.09e-03,0,0.4718,17.0096
35,30363.761719,1.682922e+01,16,CG,500,1.08e-03,0,0.4992,17.5088
36,30136.730469,1.657435e+01,17,CG,500,1.06e-03,0,0.4664,17.9751
37,29913.287109,1.632805e+01,16,CG,500,1.03e-03,0,0.4582,18.4333
38,29693.212891,1.608829e+01,16,CG,500,1.01e-03,0,0.4611,18.8944
39,29476.412109,1.586458e+01,15,CG,500,9.77e-04,0,0.4577,19.3521
40,29262.789062,1.564950e+01,15,CG,500,9.45e-04,0,0.4526,19.8047
41,29052.250000,1.560303e+01,15,CG,500,9.10e-04,0,0.4535,20.2582
42,28844.726562,1.558163e+01,16,CG,500,8.75e-04,0,0.4527,20.7109
43,28640.144531,1.555458e+01,14,CG,500,8.38e-04,0,0.5066,21.2175
44,28438.437500,1.552209e+01,15,CG,500,8.01e-04,0,0.5112,21.7287
45,28239.544922,1.548445e+01,15,CG,500,7.63e-04,0,0.5163,22.2450
46,28043.406250,1.544196e+01,15,CG,500,7.25e-04,0,0.5088,22.7538
47,27849.974609,1.539487e+01,15,CG,500,6.88e-04,0,0.5168,23.2706
48,27659.195312,1.534343e+01,16,CG,500,6.50e-04,0,0.5102,23.7807
49,27471.027344,1.528775e+01,15,CG,500,6.14e-04,0,0.5188,24.2995
50,27285.423828,1.522831e+01,14,CG,500,5.78e-04,0,0.5183,24.8178
51,27102.341797,1.516512e+01,15,CG,500,5.43e-04,0,0.5130,25.3308
52,26921.746094,1.509853e+01,16,CG,500,5.08e-04,0,0.5083,25.8391
53,26743.605469,1.502871e+01,14,CG,500,4.75e-04,0,0.5095,26.3486
54,26567.871094,1.495595e+01,15,CG,500,4.43e-04,0,0.4569,26.8055
55,26394.519531,1.488053e+01,14,CG,500,4.13e-04,0,0.4667,27.2721
56,26223.519531,1.480252e+01,14,CG,500,3.84e-04,0,0.4571,27.7293
57,26054.832031,1.472233e+01,14,CG,500,3.56e-04,0,0.4887,28.2180
58,25888.441406,1.464020e+01,15,CG,500,3.29e-04,0,0.5056,28.7236
59,25724.302734,1.455692e+01,14,CG,500,3.05e-04,0,0.5173,29.2409
60,25562.400391,1.447420e+01,14,CG,500,2.81e-04,0,0.5429,29.7837
61,25402.699219,1.438983e+01,14,CG,500,2.59e-04,0,0.5218,30.3055
62,25245.179688,1.430392e+01,14,CG,500,2.39e-04,0,0.4910,30.7965
63,25089.812500,1.421662e+01,13,CG,500,2.20e-04,0,0.4653,31.2618
64,24936.570312,1.412803e+01,12,CG,500,2.02e-04,0,0.4946,31.7564
65,24785.433594,1.403842e+01,13,CG,500,1.85e-04,0,0.4751,32.2315
66,24636.375000,1.394777e+01,14,CG,500,1.70e-04,0,0.5126,32.7442
67,24489.367188,1.385632e+01,13,CG,500,1.55e-04,0,0.4636,33.2078
68,24344.394531,1.376423e+01,13,CG,500,1.41e-04,0,0.4799,33.6877
69,24201.423828,1.367146e+01,13,CG,500,1.29e-04,0,0.4939,34.1816
70,24060.441406,1.357827e+01,14,CG,500,1.17e-04,0,0.4483,34.6299
71,23921.419922,1.348466e+01,14,CG,500,1.06e-04,0,0.4536,35.0835
72,23784.339844,1.339075e+01,13,CG,500,9.64e-05,0,0.4736,35.5571
73,23649.173828,1.329667e+01,13,CG,500,8.74e-05,0,0.4904,36.0474
74,23515.900391,1.320233e+01,12,CG,500,7.92e-05,0,0.4675,36.5149
75,23384.500000,1.310788e+01,12,CG,500,7.17e-05,0,0.4878,37.0027
76,23254.949219,1.301344e+01,13,CG,500,6.49e-05,0,0.4791,37.4818
77,23127.226562,1.291891e+01,11,CG,500,5.87e-05,0,0.4688,37.9506
78,23001.308594,1.282447e+01,13,CG,500,5.30e-05,0,0.4816,38.4322
79,22877.177734,1.273001e+01,12,CG,500,4.78e-05,0,0.4647,38.8969
80,22754.810547,1.263566e+01,11,CG,500,4.31e-05,0,0.4810,39.3779
81,22634.183594,1.254142e+01,12,CG,500,3.87e-05,0,0.5350,39.9129
82,22515.277344,1.244745e+01,12,CG,500,3.47e-05,0,0.5186,40.4315
83,22398.070312,1.235362e+01,12,CG,500,3.12e-05,0,0.5151,40.9466
84,22282.539062,1.225999e+01,13,CG,500,2.79e-05,0,0.5089,41.4555
85,22168.666016,1.216663e+01,12,CG,500,2.50e-05,0,0.5178,41.9733
86,22056.429688,1.207367e+01,11,CG,500,2.24e-05,0,0.5139,42.4872
87,21945.810547,1.198105e+01,12,CG,500,2.01e-05,0,0.5082,42.9954
88,21836.785156,1.188877e+01,11,CG,500,1.80e-05,0,0.5303,43.5257
89,21729.332031,1.179694e+01,11,CG,500,1.61e-05,0,0.5199,44.0456
90,21623.429688,1.170548e+01,2000,CG,500,1.44e-05,0,1.2174,45.2631
91,21519.064453,1.161463e+01,11,CG,500,1.29e-05,0,0.5237,45.7868
92,21416.210938,1.152424e+01,11,CG,500,1.15e-05,0,0.5329,46.3197
93,21314.849609,1.143776e+01,11,CG,500,1.02e-05,0,0.5155,46.8352
94,21214.958984,1.135383e+01,11,CG,500,9.11e-06,0,0.5203,47.3555
95,21116.519531,1.127023e+01,12,CG,500,8.11e-06,0,0.5166,47.8721
96,21019.513672,1.118709e+01,11,CG,500,7.22e-06,0,0.5134,48.3855
97,20923.919922,1.110431e+01,10,CG,500,6.43e-06,0,0.5141,48.8995
98,20829.720703,1.102200e+01,10,CG,500,5.73e-06,0,0.5278,49.4273
99,20736.890625,1.094011e+01,10,CG,500,5.10e-06,0,0.5234,49.9507
100,20645.417969,1.085867e+01,11,CG,500,4.54e-06,0,0.5328,50.4835
