step,nll_sum,grad_inf,n_active,e_iters,step_time_s,cumulative_time_s
0,126399.085938,1.170280e+03,20,24,5.8045,5.8045
1,90118.000000,1.190000e+02,20,1,2.3037,8.1083
2,83771.593750,1.190000e+02,20,1,2.3113,10.4195
