step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
75,8830.201172,3.162387e+01,3,CG,3,1.59e-11,0,0.4089,21.3180
76,8963.220703,4.462407e+01,3,CG,3,1.61e-11,0,0.2534,21.5714
77,8164.402832,1.478940e+01,3,CG,3,1.29e-09,0,0.2381,21.8095
78,8788.692383,2.178306e+01,3,CG,3,1.60e-11,0,0.2495,22.0591
79,8959.455078,9.411271e+00,3,CG,3,1.47e-11,0,0.2522,22.3113
80,8598.119141,6.460145e+01,3,CG,3,1.94e-11,0,0.2244,22.5357
81,9236.779297,4.271094e+01,3,CG,3,1.40e-11,0,0.2507,22.7864
82,8163.497070,2.298983e+01,3,CG,3,1.07e-09,0,0.2381,23.0245
83,8482.808594,3.978881e+01,3,CG,2,7.25e-09,0,0.2462,23.2707
84,9120.351562,4.967774e+01,3,CG,3,1.22e-09,0,0.2285,23.4992
85,8301.988281,7.574597e+00,3,CG,3,1.28e-11,0,0.2297,23.7289
86,8460.826172,7.625774e+00,3,CG,2,9.73e-09,0,0.2245,23.9534
87,8301.597656,7.410829e+00,3,CG,2,9.25e-09,0,0.2311,24.1845
88,9117.611328,3.568864e+01,3,CG,3,1.06e-09,0,0.2349,24.4194
89,8163.673828,4.122643e+01,3,CG,3,8.43e-10,0,0.2368,24.6563
90,9300.119141,1.182834e+01,3,CG,2,8.99e-09,0,0.2510,24.9073
91,8712.273438,1.764596e+01,3,CG,2,9.84e-09,0,0.2386,25.1458
92,8459.454102,7.180536e+00,3,CG,2,7.88e-09,0,0.2304,25.3762
93,9231.578125,1.845722e+01,3,CG,2,7.36e-09,0,0.2461,25.6223
94,9299.427734,1.699970e+01,3,CG,2,7.83e-09,0,0.2453,25.8676
95,8711.568359,2.088124e+01,3,CG,2,8.39e-09,0,0.2355,26.1031
96,8787.897461,5.693787e+01,3,CG,2,5.75e-09,0,0.2549,26.3579
97,9075.746094,6.607007e+00,3,CG,3,8.46e-10,0,0.2456,26.6035
98,8710.479492,1.077971e+01,3,CG,2,7.98e-09,0,0.2422,26.8458
99,9100.034180,5.374377e+01,3,CG,2,7.59e-09,0,0.2236,27.0694
100,8890.902344,1.724255e+01,3,CG,2,7.04e-09,0,0.2476,27.3169
