step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
1,42938.542181,4.225879e+01,23,CG,500,6.51e-07,0,0.7122,0.7122
2,42394.027426,4.101861e+01,18,CG,500,1.25e-06,0,0.7341,1.4462
3,41788.983230,3.961396e+01,19,CG,500,2.50e-06,0,0.7290,2.1753
4,41175.513010,3.816392e+01,19,CG,500,4.91e-06,0,0.6842,2.8594
5,40577.626867,3.672947e+01,19,CG,500,9.21e-06,0,0.7220,3.5815
6,40005.313813,3.534114e+01,19,CG,500,1.62e-05,0,0.7334,4.3149
7,39461.700150,3.401379e+01,19,CG,500,2.72e-05,0,0.7465,5.0614
8,38946.678009,3.275401e+01,19,CG,500,4.30e-05,0,0.8023,5.8636
9,38458.697570,3.160875e+01,19,CG,500,6.45e-05,0,0.7543,6.6179
10,37995.631174,3.056593e+01,19,CG,500,9.29e-05,0,0.7498,7.3677
11,37554.621039,2.953667e+01,18,CG,500,1.30e-04,0,0.7474,8.1151
12,37134.997788,2.860526e+01,18,CG,500,1.74e-04,0,0.8059,8.9210
13,36733.931374,2.773115e+01,18,CG,500,2.23e-04,0,0.7702,9.6912
14,36349.410478,2.690482e+01,17,CG,500,2.80e-04,0,0.7339,10.4251
15,35979.897383,2.612824e+01,17,CG,500,3.42e-04,0,0.8477,11.2728
16,35623.868488,2.539576e+01,15,CG,500,4.09e-04,0,0.7995,12.0723
17,35280.036396,2.470413e+01,16,CG,500,4.79e-04,0,0.7611,12.8334
18,34947.279993,2.405045e+01,17,CG,500,5.51e-04,0,0.7634,13.5968
19,34624.613666,2.343194e+01,17,CG,500,6.22e-04,0,0.7572,14.3540
20,34311.174676,2.284607e+01,18,CG,500,6.92e-04,0,0.8049,15.1589
21,34006.208473,2.229057e+01,18,CG,500,7.59e-04,0,0.7989,15.9578
22,33709.049755,2.176332e+01,18,CG,500,8.21e-04,0,0.7854,16.7432
23,33419.115030,2.126240e+01,18,CG,500,8.79e-04,0,0.8241,17.5673
24,33135.891838,2.078607e+01,18,CG,500,9.31e-04,0,0.7258,18.2931
25,32858.926035,2.033271e+01,18,CG,500,9.77e-04,0,0.8022,19.0953
26,32587.816436,1.990083e+01,18,CG,500,1.02e-03,0,0.8269,19.9222
27,32322.206428,1.948901e+01,18,CG,500,1.05e-03,0,0.7643,20.6865
28,32061.782850,1.909597e+01,18,CG,500,1.07e-03,0,0.8161,21.5026
29,31806.263254,1.872050e+01,18,CG,500,1.09e-03,0,0.7642,22.2668
30,31555.396758,1.836152e+01,18,CG,500,1.11e-03,0,0.8111,23.0779
31,31308.959073,1.801798e+01,18,CG,500,1.11e-03,0,0.7545,23.8325
32,31066.749038,1.768891e+01,18,CG,500,1.11e-03,0,0.7193,24.5517
33,30828.583809,1.737345e+01,17,CG,500,1.11e-03,0,0.7668,25.3185
34,30594.301255,1.708958e+01,17,CG,500,1.09e-03,0,0.6903,26.0088
35,30363.753921,1.682964e+01,17,CG,500,1.08e-03,0,0.6835,26.6924
36,30136.732477,1.657469e+01,17,CG,500,1.06e-03,0,0.6711,27.3635
37,29913.302452,1.632839e+01,17,CG,500,1.04e-03,0,0.7018,28.0653
38,29693.241649,1.608844e+01,17,CG,500,1.01e-03,0,0.7143,28.7796
39,29476.453350,1.586435e+01,17,CG,500,9.77e-04,0,0.6576,29.4372
40,29262.842609,1.564923e+01,17,CG,500,9.45e-04,0,0.6528,30.0900
41,29052.315530,1.560197e+01,17,CG,500,9.11e-04,0,0.6541,30.7440
42,28844.804229,1.558046e+01,17,CG,500,8.75e-04,0,0.7254,31.4695
43,28640.232873,1.555332e+01,16,CG,500,8.38e-04,0,0.6902,32.1597
44,28438.536457,1.552084e+01,16,CG,500,8.01e-04,0,0.6489,32.8086
45,28239.653183,1.548330e+01,16,CG,500,7.63e-04,0,0.6785,33.4871
46,28043.526516,1.544093e+01,16,CG,500,7.26e-04,0,0.7902,34.2773
47,27850.103447,1.539396e+01,16,CG,500,6.88e-04,0,0.7187,34.9961
48,27659.334664,1.534263e+01,16,CG,500,6.51e-04,0,0.6823,35.6784
49,27471.173949,1.528715e+01,16,CG,500,6.14e-04,0,0.6446,36.3230
50,27285.578086,1.522775e+01,16,CG,500,5.78e-04,0,0.7037,37.0267
51,27102.505986,1.516466e+01,16,CG,500,5.43e-04,0,0.7379,37.7646
52,26921.918800,1.509811e+01,16,CG,500,5.09e-04,0,0.7557,38.5203
53,26743.780068,1.502835e+01,15,CG,500,4.76e-04,0,0.7046,39.2249
54,26568.054908,1.495561e+01,15,CG,500,4.44e-04,0,0.7445,39.9694
55,26394.710003,1.488015e+01,15,CG,500,4.13e-04,0,0.7443,40.7137
56,26223.713436,1.480223e+01,15,CG,500,3.84e-04,0,0.6880,41.4017
57,26055.034483,1.472208e+01,15,CG,500,3.56e-04,0,0.7723,42.1741
58,25888.643597,1.463996e+01,15,CG,500,3.30e-04,0,0.7145,42.8886
59,25724.512146,1.455664e+01,15,CG,500,3.05e-04,0,0.7007,43.5893
60,25562.612118,1.447399e+01,15,CG,500,2.82e-04,0,0.6476,44.2369
61,25402.916937,1.438965e+01,15,CG,500,2.60e-04,0,0.6367,44.8735
62,25245.400032,1.430377e+01,15,CG,500,2.39e-04,0,0.6817,45.5552
63,25090.035622,1.421648e+01,14,CG,500,2.20e-04,0,0.6336,46.1889
64,24936.798462,1.412796e+01,14,CG,500,2.02e-04,0,0.6323,46.8212
65,24785.663756,1.403833e+01,14,CG,500,1.85e-04,0,0.6359,47.4571
66,24636.607131,1.394774e+01,14,CG,500,1.70e-04,0,0.7234,48.1806
67,24489.604578,1.385633e+01,14,CG,500,1.55e-04,0,0.7555,48.9361
68,24344.632407,1.376422e+01,14,CG,500,1.41e-04,0,0.7108,49.6469
69,24201.663022,1.367147e+01,14,CG,500,1.29e-04,0,0.7577,50.4046
70,24060.682547,1.357829e+01,14,CG,500,1.17e-04,0,0.6860,51.0906
71,23921.663218,1.348472e+01,14,CG,500,1.06e-04,0,0.6915,51.7821
72,23784.582154,1.339084e+01,14,CG,500,9.65e-05,0,0.7593,52.5414
73,23649.417020,1.329673e+01,14,CG,500,8.75e-05,0,0.6882,53.2296
74,23516.145056,1.320244e+01,14,CG,500,7.93e-05,0,0.6920,53.9216
75,23384.745191,1.310804e+01,13,CG,500,7.18e-05,0,0.6969,54.6185
76,23255.194917,1.301357e+01,13,CG,500,6.50e-05,0,0.7931,55.4116
77,23127.472414,1.291907e+01,13,CG,500,5.88e-05,0,0.7478,56.1594
78,23001.555993,1.282459e+01,13,CG,500,5.31e-05,0,0.7014,56.8608
79,22877.424060,1.273017e+01,13,CG,500,4.79e-05,0,0.7690,57.6298
80,22755.055130,1.263584e+01,13,CG,500,4.31e-05,0,0.7642,58.3940
81,22634.427735,1.254164e+01,13,CG,500,3.87e-05,0,0.6731,59.0671
82,22515.520751,1.244761e+01,13,CG,500,3.48e-05,0,0.6919,59.7589
83,22398.312876,1.235378e+01,13,CG,500,3.12e-05,0,0.6976,60.4565
84,22282.782990,1.226019e+01,13,CG,500,2.80e-05,0,0.7028,61.1594
85,22168.910050,1.216688e+01,13,CG,500,2.51e-05,0,0.6613,61.8206
86,22056.673104,1.207389e+01,13,CG,500,2.25e-05,0,0.6507,62.4713
87,21946.051191,1.198124e+01,13,CG,500,2.01e-05,0,0.6634,63.1346
88,21837.023756,1.188899e+01,13,CG,500,1.80e-05,0,0.6762,63.8109
89,21729.570009,1.179716e+01,12,CG,500,1.62e-05,0,0.7094,64.5203
90,21623.669273,1.170578e+01,12,CG,500,1.44e-05,0,0.7152,65.2355
91,21519.301282,1.161488e+01,12,CG,500,1.29e-05,0,0.6601,65.8955
92,21416.445560,1.152449e+01,12,CG,500,1.15e-05,0,0.6351,66.5306
93,21315.081911,1.143809e+01,12,CG,500,1.02e-05,0,0.6690,67.1996
94,21215.190010,1.135417e+01,12,CG,500,9.12e-06,0,0.6232,67.8228
95,21116.750082,1.127061e+01,12,CG,500,8.12e-06,0,0.6698,68.4926
96,21019.742137,1.118744e+01,12,CG,500,7.23e-06,0,0.7817,69.2743
97,20924.146467,1.110468e+01,12,CG,500,6.43e-06,0,0.6838,69.9581
98,20829.943490,1.102235e+01,12,CG,500,5.73e-06,0,0.7030,70.6611
99,20737.113678,1.094046e+01,12,CG,500,5.11e-06,0,0.6492,71.3103
100,20645.637728,1.085904e+01,12,CG,500,4.55e-06,0,0.6867,71.9970
