step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
55,9125.284180,1.205983e+01,3,CG,3,2.01e-10,0,0.2423,14.0000
56,9124.700195,1.185795e+01,3,CG,3,1.85e-10,0,0.2413,14.2413
57,9124.130859,1.166284e+01,3,CG,3,1.70e-10,0,0.2405,14.4818
58,9123.583984,1.147417e+01,3,CG,3,1.57e-10,0,0.2408,14.7226
59,9123.051758,1.129156e+01,4,CG,3,1.45e-10,0,0.2391,14.9617
60,9122.537109,1.111460e+01,3,CG,3,1.34e-10,0,0.2404,15.2020
61,9122.039062,1.094343e+01,3,CG,3,1.24e-10,0,0.2425,15.4446
62,9121.560547,1.077730e+01,3,CG,3,1.15e-10,0,0.2413,15.6859
63,9121.087891,1.061621e+01,3,CG,3,1.07e-10,0,0.2402,15.9261
64,9120.635742,1.045986e+01,3,CG,3,9.92e-11,0,0.2406,16.1667
65,9120.193359,1.030805e+01,3,CG,3,9.22e-11,0,0.2425,16.4092
66,9119.765625,1.016068e+01,3,CG,3,8.58e-11,0,0.2413,16.6504
67,9119.348633,1.001751e+01,3,CG,3,8.00e-11,0,0.2518,16.9023
68,9118.945312,9.878315e+00,3,CG,3,7.46e-11,0,0.2518,17.1541
69,9118.552734,9.743158e+00,3,CG,3,6.97e-11,0,0.2428,17.3969
70,9118.169922,9.611557e+00,3,CG,3,6.51e-11,0,0.2512,17.6482
71,9117.795898,9.483408e+00,3,CG,3,6.09e-11,0,0.2525,17.9007
72,9117.433594,9.358926e+00,3,CG,3,5.70e-11,0,0.2504,18.1511
73,9117.080078,9.237427e+00,3,CG,3,5.34e-11,0,0.2413,18.3924
74,9116.736328,9.119091e+00,3,CG,3,5.01e-11,0,0.2426,18.6350
75,9116.405273,9.003742e+00,3,CG,3,4.70e-11,0,0.2348,18.8698
76,9116.078125,8.891256e+00,3,CG,3,4.42e-11,0,0.2335,19.1033
77,9115.759766,8.781644e+00,3,CG,3,4.15e-11,0,0.2336,19.3369
78,9115.448242,8.674743e+00,3,CG,3,3.91e-11,0,0.2332,19.5700
79,9115.144531,8.570431e+00,3,CG,3,3.68e-11,0,0.2321,19.8021
80,9114.852539,8.468751e+00,3,CG,3,3.47e-11,0,0.2315,20.0337
81,9114.562500,8.369242e+00,3,CG,3,3.27e-11,0,0.2391,20.2728
82,9114.282227,8.272150e+00,3,CG,3,3.09e-11,0,0.2396,20.5124
83,9114.003906,8.177296e+00,3,CG,3,2.92e-11,0,0.2340,20.7464
84,9113.737305,8.084548e+00,3,CG,3,2.76e-11,0,0.2497,20.9960
85,9113.471680,7.993904e+00,3,CG,3,2.61e-11,0,0.2328,21.2288
86,9113.216797,7.905329e+00,3,CG,3,2.47e-11,0,0.2347,21.4636
87,9112.966797,7.818658e+00,3,CG,3,2.33e-11,0,0.2422,21.7058
88,9112.716797,7.733909e+00,3,CG,3,2.21e-11,0,0.2361,21.9419
89,9112.478516,7.650947e+00,3,CG,3,2.10e-11,0,0.2400,22.1819
90,9112.241211,7.569772e+00,3,CG,3,1.99e-11,0,0.2328,22.4147
91,9112.011719,7.490363e+00,3,CG,3,1.89e-11,0,0.2338,22.6485
92,9111.786133,7.412576e+00,4,CG,3,1.79e-11,0,0.2309,22.8794
93,9111.567383,7.336376e+00,3,CG,3,1.70e-11,0,0.2314,23.1107
94,9111.349609,7.261738e+00,3,CG,3,1.62e-11,0,0.2311,23.3418
95,9111.138672,7.188766e+00,3,CG,3,1.54e-11,0,0.2318,23.5736
96,9110.929688,7.117169e+00,3,CG,3,1.47e-11,0,0.2311,23.8047
97,9110.726562,7.046919e+00,3,CG,3,1.40e-11,0,0.2302,24.0348
98,9110.525391,6.978064e+00,3,CG,3,1.33e-11,0,0.2318,24.2666
99,9110.330078,6.910555e+00,3,CG,3,1.27e-11,0,0.2305,24.4971
100,9110.137695,6.844350e+00,3,CG,3,1.21e-11,0,0.2335,24.7306
